SMILES,P1,P2,P3,P4
CC(C)(O)CCF,3.2937,0.45297,-2.71024305971,7.5953
CC(=O)C=NO,3.2431,0.34023,-1.71648609445,3.8790
CC1=NN=CC1F,3.4033,0.35405,-1.93456311985,4.3906
C1OC2C=NNC12,2.9071,0.35615,-2.06001133946,5.3569
CCCC(C)CF,1.7530,0.5019,-3.01921104893,9.2481
NCCC=CC#C,1.5173,0.3618,-2.55684840709,5.6895
C#Cc1ncc[nH]1,3.7440,0.34879,-1.97143587784,5.4908
CNC(C)C(C)=O,2.2733,0.35123,-2.74917836771,4.3526
CC(C=O)=CC=O,3.9689,0.30086,-2.19746215306,3.0777
NCC(NO)=NO,2.2189,0.35986,-1.93688192267,5.5806
NC1CC2CC1C2,1.1794,0.42754,-2.82027856851,6.7884
C=CCOCC#N,3.2741,0.41461,-2.28061167287,7.1026
Cn1nnnc1N,6.5546,0.38772,-1.81719961745,6.3214
C#CC1NC1C#C,1.4869,0.40786,-2.05408198125,6.1737
On1cnc(=N)[nH]1,2.2628,0.32585,-1.65391799464,4.6977
NCCCC(F)F,3.5906,0.42954,-2.37268057769,6.7496
NC=C(C#C)C#N,6.8552,0.31833,-1.95159072684,5.1511
Nc1nnn[nH]1,6.3159,0.38608,-1.34973437683,6.3180
Nc1coc(=O)o1,5.8369,0.38409,-1.73154702643,6.2021
C1ON=CNN=C1,2.5422,0.33698,-1.82813061905,4.7447
CC=NNC(C)=O,4.0989,0.36944,-2.33505747088,5.5898
NC(=O)NC=O,4.8320,0.39117,-1.62615120004,5.2571
Oc1cc[nH]c1,1.8390,0.3762,-1.86121679325,6.1131
NC(=O)C(O)C#C,3.5257,0.39966,-1.98297492265,5.7698
CN(O)C=NO,1.5134,0.36329,-1.66184857646,5.8681
CCC(C#C)C#N,3.9025,0.45224,-2.35857600167,6.6893
Nc1cn(N)nn1,2.9693,0.34509,-1.79382375445,5.5826
O=CN1CCCN1,5.6210,0.37787,-2.32024623788,5.6061
CC(F)C=C,1.9061,0.42863,-1.85085707527,7.5596
O=CC=NN1CC1,3.4046,0.31491,-2.04194099146,3.6689
CC1OC1C=NO,1.8537,0.39176,-2.14281194307,5.8926
ON1CCC1=O,3.9307,0.38116,-1.71143597545,5.7759
CNC1=NOCO1,3.5153,0.3907,-1.97718389666,6.3462
CCC(=C)C#CC,0.7165,0.36268,-2.7719403055,5.5491
NCc1ccoc1,1.4579,0.38609,-2.31529586987,6.3746
CC(F)C#N,3.6815,0.49083,-1.44968771544,7.4082
FCC(=C)C=CF,0.4199,0.35295,-2.10105566526,5.9856
CC(C)NC(C)C,0.8544,0.40305,-3.26757082335,6.5384
NC=CC#N,6.7906,0.34377,-1.49320864844,5.8556
NC(CO)CCO,1.3473,0.41788,-2.64107265091,7.0126
CC(=C)C(C)=NN,1.9110,0.32837,-2.6052133211,5.3273
FC1CC1,1.7329,0.49748,-1.36872053565,8.5712
FC(F)CC=O,2.8140,0.3803,-1.57847875084,4.2846
Cn1cc(N)nn1,4.2521,0.34954,-2.02134019886,5.6705
OC1CNC1,1.0987,0.41142,-1.77569209247,6.6175
CON=CCC#C,0.4194,0.38796,-2.19909276687,6.0265
CC1CC=CO1,1.1264,0.39168,-2.25482029708,6.3993
OC1C2CCCC12,1.4241,0.4312,-2.7155600477,7.1966
CC(=O)C(F)CO,2.2975,0.3814,-2.19041651207,4.5063
CC1C(C)C1(C)N,1.2086,0.39975,-3.03399790893,6.4390
CN=CNN=C,1.1516,0.34813,-1.92990878107,5.6456
CC(=NN)C(N)=N,4.0101,0.33655,-2.23114163328,5.3290
C1CC=NN=CC1,3.8733,0.37001,-2.39062624668,4.9625
Nc1nnoc1N,4.3179,0.34009,-1.69485433064,5.5249
FCC1NC1C=O,3.0605,0.36247,-2.04277110546,4.1347
Cn1cnnn1,6.0197,0.41409,-1.53646503924,6.1541
COC(C)C(O)=O,2.1159,0.40978,-2.34958368368,5.8337
C1COCOC1,2.0406,0.46692,-2.16165246528,8.3482
CNC1CC(O)C1,1.4501,0.40318,-2.71473304271,6.4955
OC(CF)CC#C,0.8603,0.46672,-2.22304586987,6.7203
NC(CO)C=CF,2.7529,0.40414,-2.26604469488,6.4386
COC(=N)NN,2.5276,0.42413,-1.85503445627,7.2390
CONC(=O)C=O,5.5611,0.30957,-1.85811167085,3.4546
CC(N)C1NC1C,3.0279,0.41176,-2.83009280052,6.9613
ON=C1N=CC=N1,1.0404,0.30737,-1.64775518763,3.6777
COC(C)=CC,0.6343,0.40555,-2.4571545615,6.8570
NC(C=O)=CC#N,5.2012,0.28876,-1.91108272304,3.8879
CC(CN)=NO,1.2319,0.3937,-2.03103310168,5.9857
NC=CC(N)=N,4.7847,0.33427,-1.98016051507,5.4842
NC(=N)NCCO,1.8870,0.40163,-2.36185359589,6.6783
CC1=NCC(=O)N1,3.3419,0.38577,-2.16913735746,5.2076
CC1=CCCC1=O,3.4850,0.35172,-2.54024467328,4.0550
NCC(=C)C=CF,2.6893,0.34945,-2.35554005268,5.7279
CCCCC,0.0918,0.50737,-2.53774588952,9.3073
COCOC=O,0.5762,0.41682,-1.86385127906,5.8977
C=CCNCC=O,2.8112,0.36121,-2.50044825929,4.2570
C=CC1NC1C#C,1.8475,0.37601,-2.30714345167,6.2857
Cn1cc[nH]c1=N,3.1318,0.34461,-2.24125494027,5.4989
CC1=NN=CNC1,5.3645,0.33949,-2.20233108227,4.5772
NCC(O)CO,3.8485,0.43645,-2.18026627229,7.0379
ONC(=O)C=C,3.2241,0.34004,-1.71440271645,5.1943
FC(F)CNC=N,1.9013,0.41077,-1.95504780986,6.4438
FCC(F)C=CF,1.1800,0.42186,-1.87128106685,7.5023
NN=CCCCO,1.3256,0.36542,-2.5106215043,5.9499
OC(=O)C=C(F)F,1.2632,0.38089,-1.54182390682,5.4452
CC(C#C)C#C,0.7110,0.44817,-2.03138991446,6.6458
C=CCOCC=O,2.9799,0.37947,-2.38389413848,4.3083
Cn1nccc1N,3.4244,0.37866,-2.23565766027,6.1565
CCC(C)=C(C)F,1.6367,0.40271,-2.79780758851,7.0179
CC(C)CC(C)C,0.1053,0.48858,-3.47728393376,9.0888
NCC1(F)CC1N,2.3193,0.39913,-2.36998847569,6.6552
CN1CC1CC=O,1.7020,0.36266,-2.49342217729,4.3870
NC(=N)C=NN=C,3.5159,0.32552,-1.99277513286,3.9001
CCc1ncon1,1.1702,0.41545,-2.11267791346,6.2865
CC=CC(C)C#N,4.4302,0.4137,-2.61940711909,7.2636
CN=CNC=N,1.7640,0.36725,-1.96802486007,5.5839
CN(O)C=NC=O,4.0166,0.32143,-1.98697605766,4.5310
CN(CC#C)N=C,1.5276,0.34271,-2.31605105768,5.8172
CC1COC(=O)O1,5.6433,0.47538,-2.15992741026,7.2002
CCNC(=N)CO,3.0997,0.3875,-2.5495186673,6.5047
CC=COC(C)=O,1.9603,0.37937,-2.43820933848,5.9260
CC(CC=O)C=C,2.9796,0.37252,-2.7158269267,4.2383
CCCN1CCC1,0.6995,0.40799,-3.02325532893,6.7691
COC=CCCF,0.8486,0.40359,-2.46442885929,6.9530
Cc1c[nH]nc1N,1.8996,0.37031,-2.24581921027,6.1049
FC1(CCC1)C#C,1.9987,0.44416,-2.30124135067,6.2772
CC1CC(N)C1,1.2563,0.42054,-2.56962746631,6.7009
CNC(=N)CF,2.6805,0.39609,-1.93522354807,6.6448
COC(=C)C(C)O,2.3667,0.41137,-2.6135273869,7.1378
CCC=NO,0.7541,0.40443,-1.76292646247,6.1751
CCCC(=N)NC,2.9523,0.39187,-2.86424364752,6.3932
ONC(=N)C=C,3.1047,0.36339,-1.79981545026,5.4572
OCc1nnn[nH]1,6.3790,0.42135,-1.69829048364,6.3447
C1NC2COCC12,1.5635,0.42215,-2.44960546529,6.7585
O=c1nc[nH]nn1,6.8073,0.32494,-1.47967644722,3.3892
CNN=CC(C)N,1.6605,0.3581,-2.61259659411,5.7689
C1CC12OC=NO2,2.4575,0.37536,-1.93183279165,5.9111
C1C2NN=COC12,2.0238,0.38273,-1.99773662746,6.0866
CNCC1CCO1,0.9946,0.42106,-2.70747291071,6.7599
Cc1c[nH]c(=N)o1,4.8329,0.36428,-2.13116063946,5.7545
COC(C)=C(C)F,1.7733,0.40194,-2.46825362929,6.9168
NCC(N)CN,1.8707,0.40691,-2.39452674591,6.6855
C1OC1C2CO2,0.0000,0.483,-1.88574728086,8.2101
CC(CC=C)C=O,2.6374,0.37489,-2.7174141307,4.3593
CC1C(C)C1(C)O,1.4992,0.4269,-2.92594519512,7.2691
CCCO,1.7375,0.46119,-1.75276674068,7.5380
CCC=NOC,0.6964,0.38891,-2.21788759909,6.0602
CC(C)C#CCN,1.2452,0.41628,-2.78962033951,6.3888
NC1CC(C1)C=C,1.2694,0.39944,-2.80439342851,6.7275
C1CC1NC2CC2,0.9460,0.42872,-2.78519439551,7.0667
C1CO1,1.8941,0.49407,-1.03472360064,8.5040
CC(CN)=CCO,3.7061,0.39596,-2.72764297871,6.3235
CNCC=CC=C,0.9028,0.34898,-2.80132547151,5.6610
O=CC1COCO1,2.2661,0.36614,-2.09892527326,4.1989
CC(CO)N1CC1,1.5659,0.4374,-2.70577726171,7.5067
CC1CCOCC1,1.4878,0.43534,-2.94975748712,7.6951
O=CC1COC1,1.2935,0.37076,-1.91968010786,4.2712
CC(CF)NC=N,3.1152,0.40403,-2.40189611969,6.4651
CNN=CC(F)=C,2.7052,0.3065,-2.13398097327,4.7521
NC(=O)CC#C,3.4372,0.40255,-1.83431157725,5.8945
C=CCC=C,0.1233,0.40454,-2.06907131368,6.9249
COCC(=N)NN,3.3853,0.40305,-2.30628200489,6.5616
FCC=CC1CC1,1.6843,0.40411,-2.54553935109,7.0089
CC1NCC1(F)F,2.2645,0.43108,-2.13575587027,6.9076
COCC(=C)C#N,4.0382,0.38205,-2.28737805087,6.4018
CC=CC1CCN1,1.4420,0.38123,-2.79911491051,6.1291
CNC(=O)N1CC1,3.2525,0.41491,-2.33308100188,6.3254
NCc1cnno1,4.9402,0.37425,-1.87964316705,5.7848
FCC1=CCNC1,2.6697,0.38094,-2.36914009768,5.7818
FC1CCNC1=O,5.3432,0.39339,-2.11687468046,5.6010
CC1(CNC1)C#N,5.1887,0.41604,-2.40234967768,6.5932
CN=C(C)N(C)N,2.1251,0.37378,-2.61613380711,5.8052
C1OCC2CC1N2,2.2525,0.4155,-2.49306115029,6.6679
OC(C=C)C#C,1.4972,0.4182,-1.96916123666,6.5168
CC1(CO1)C2CC2,1.8521,0.47198,-2.6836599737,8.3299
CC(N)C(C)N,0.3651,0.4102,-2.60252124732,6.6965
FCC1(CF)CN1,0.4967,0.45965,-2.11415841627,7.7094
C#CC1CCN1,1.0031,0.41151,-2.07358914547,6.4063
Nc1ccn(O)n1,0.9266,0.35091,-1.87459194905,5.9025
Nn1ccoc1=O,3.5234,0.37824,-1.81497028124,6.3748
ONC(=O)C=O,0.7683,0.30574,-1.41434740423,3.5547
NN=CC=NO,2.1365,0.31333,-1.58620830185,5.3318
FCCC=CC#N,5.1444,0.37838,-2.16219701326,6.3182
C=CC(=C)CC#N,3.9481,0.35551,-2.38826539367,5.9380
OCCCCC#C,1.5330,0.45607,-2.6739326817,6.7356
CNC1(C)CCC1,0.8347,0.40316,-3.02929676293,6.4874
C=C1CCNCC1,1.0605,0.39207,-2.83458220551,6.3741
CC1=CCCC1O,1.5192,0.40652,-2.7328813457,6.9003
CC1C=CCC1=C,0.3146,0.39179,-2.8100723635,6.4054
COC(=C)C(C)=O,3.5218,0.34305,-2.40953158048,4.0498
N=C1NCCN1,3.6898,0.39963,-1.99502267407,6.5625
Cc1c[nH]c(N)n1,3.1419,0.37126,-2.26787399927,5.9817
Cn1nn[nH]c1=O,0.6380,0.36172,-1.72301363064,5.9503
NCc1ncno1,2.5861,0.38194,-1.90404950205,6.1535
O=CC=CC1CO1,3.3854,0.34263,-2.16466953306,3.8372
FC(C=C)=CC#C,1.1205,0.31876,-2.08313897925,4.9327
COCCC#CC,1.2745,0.44468,-2.6696191267,6.7115
NN=C(N)C(O)=O,3.5696,0.31403,-1.84007438325,4.9785
CNC1(C)CC1C,0.9634,0.39857,-3.02398003793,6.3952
N=CNCC#C,2.4931,0.398,-1.90292926306,6.4687
C1NN=CCC=C1,1.4123,0.35951,-2.38014842968,4.8838
COC=CC(F)F,2.9902,0.40691,-2.02050729346,7.0837
CC(N)CC(C)=C,1.1358,0.4087,-3.04377277793,6.8429
FC1CC=NN=C1,3.0424,0.34944,-1.93110409185,4.2320
Nn1[nH]ccc1=N,2.9203,0.31905,-1.97939309986,5.0074
CC1(O)CCC1F,3.2167,0.44996,-2.47690939929,7.5324
FC1CC1CC=O,4.0548,0.38265,-2.25063072287,4.3943
FC1(F)CCOC1,1.6345,0.47161,-2.04810534146,8.0662
Cc1cnc(N)o1,2.0888,0.36855,-2.15000998546,6.1300
FCC1CC1C#N,4.8937,0.46873,-2.15427830826,7.3211
CNN=C(N)C=O,3.3969,0.29248,-2.11659727447,4.1222
CC(=O)NC=NN,2.3088,0.3413,-2.13859902447,5.4915
NCC(C=C)C=C,1.3128,0.38568,-2.80203848251,6.5451
OCC1NC1CF,2.9305,0.42659,-2.25628373888,7.5164
CC#CC=CCO,2.0341,0.35408,-2.45509863128,5.3815
CCC1COC1,2.0642,0.43881,-2.4473213595,7.3684
OCCCCC=O,1.4141,0.38455,-2.6340600869,4.4181
CNC1CC1(C)O,2.0317,0.39047,-2.70974226771,6.3107
CC(N)CCCO,2.8366,0.42381,-2.95618118413,6.7845
O=C1NN=CNO1,3.5556,0.35046,-1.56598817483,5.0834
CCNN=CCO,2.3260,0.35354,-2.5025644673,5.6462
NCCC=CCN,1.5105,0.4033,-2.83249212752,6.4635
O=C1CCON=C1,2.4682,0.3231,-1.96445241765,3.5013
NN=CNN=C,1.4557,0.31902,-1.70354429066,5.1892
CC(=O)C(C)(C)F,1.1253,0.38122,-2.51323106429,4.4634
CC(=C)C(=O)C=C,2.5501,0.33541,-2.49754130628,3.6148
OCC1CC=NN1,3.1209,0.36683,-2.30504582888,5.7196
C#CC1=CCOC1,1.2824,0.35511,-2.23369291186,5.4898
CNC(=N)NC,3.1153,0.41046,-2.19513118949,6.7930
OC1C2CNC1C2,1.8193,0.41101,-2.49285521429,6.6930
COCC(=O)C#N,3.1512,0.33601,-1.98390735665,3.9930
CCC(C)C#C,0.7551,0.45268,-2.5231819553,6.7276
OCC(F)C#C,1.6354,0.44458,-1.74610480325,6.2674
CN1CC1C=O,3.3862,0.3686,-2.02567741967,4.3251
Cn1cnc(=O)[nH]1,7.2655,0.34014,-1.93038770205,5.3164
CC1(O)C(N)C1N,2.5298,0.38093,-2.5147722863,6.3141
CC#CC(F)(F)F,3.4911,0.46214,-1.65029443943,6.5526
OCC(O)C=O,2.7898,0.38025,-1.85385773606,4.4984
FC(F)C#C,2.1482,0.46515,-1.13951597202,6.5331
C1CC(N1)C2CC2,1.3359,0.41761,-2.79148012251,6.6458
CNC(OC)=NC,3.3133,0.39812,-2.5322259373,6.5847
COC(=N)N(C)N,2.5644,0.40511,-2.31361801889,6.8729
CC1=NNCC1N,2.8703,0.36559,-2.42279308969,5.8213
CC1CCN(C)C1,0.5749,0.4031,-3.05207897593,6.5802
C=CC1CCC1=O,2.9287,0.35979,-2.49294470228,4.2928
CC(=O)OCC#N,4.3466,0.43804,-2.03214166665,6.0314
CCC(C#N)C#N,4.5762,0.48148,-2.21261004926,7.6524
CC(C)=NO,0.8083,0.40821,-1.77093925647,6.3420
NC(=O)C=CC=O,2.1610,0.3203,-2.03108086565,3.4628
CC1(C)CC=NO1,3.5406,0.39064,-2.49645453029,6.2094
CNCC1CCN1,1.4545,0.39319,-2.81308267252,6.1942
C=CC(=C)NC=O,3.6318,0.33953,-2.31519100887,5.3031
NCC1OCCO1,1.3587,0.43831,-2.42595547749,6.9511
NC1C=CC2NC12,2.5400,0.37639,-2.38503727468,5.8472
CN(C=C)C(N)=O,2.8345,0.37123,-2.36125903788,6.0739
CCC1C=NN=C1,4.9940,0.37243,-2.39484820568,4.7697
C=CCCC1CN1,1.5939,0.40855,-2.79078965751,7.2721
CC1C(F)C1F,1.4141,0.4753,-1.84782071706,7.8846
CC1(CN1)C2CC2,1.7097,0.43277,-2.79218143151,7.2518
Nn1cnc(=N)o1,4.2713,0.33237,-1.65964909664,5.1896
FCC(=O)ON=C,2.1897,0.39794,-1.72382107124,5.7809
CN(C)NC=N,4.2972,0.40708,-2.14528729849,6.4327
NCC(O)C=NO,3.2749,0.39316,-2.18522620408,6.1111
CCC(C=C)=NN,1.7467,0.32296,-2.5978189191,4.7381
Cc1[nH]nnc1N,4.3599,0.35172,-2.02934257986,5.7345
CCC1OC1CC,1.9723,0.45229,-2.92334658212,8.3787
NC(CF)C(N)=N,2.1111,0.39601,-2.21292192528,6.2575
FCC(F)=C,2.4265,0.4193,-1.39226256344,7.4314
CC(C)C(=C)CF,2.1276,0.42056,-2.78576837451,7.3498
CC(C)(C)CC=O,2.9636,0.37476,-2.95171677712,4.2188
OC(C#C)C(F)F,0.6866,0.44458,-1.77042639104,6.4951
CC(=CN)C#N,6.4597,0.34448,-1.96425065406,5.7866
CCCC1CC1F,1.8265,0.47152,-2.77754784251,8.3172
C#CC1CC=NN1,2.1589,0.37099,-2.13235365226,5.7399
NC1CNC1CF,3.0287,0.4172,-2.37060176769,6.7188
CC1(F)CC1O,1.9402,0.43998,-1.99647844967,7.3765
CC12CCNC1C2,1.4004,0.39644,-2.82012784451,6.3227
O=COCC1CO1,2.3954,0.42002,-2.09529354226,5.9477
NN(C=C)C=N,3.5464,0.37224,-1.93063225807,6.1671
CNC(C)(C)CO,2.8828,0.41436,-2.95331120113,6.7372
NC1CCOC1=C,3.1906,0.38379,-2.52196096029,6.6060
CN1CC1(C)CO,2.1814,0.42523,-2.70686767371,7.2573
O=C1NC=CC1=O,6.0671,0.29239,-1.82191531223,2.7517
OCC(=C)CF,3.0540,0.41358,-1.99922887667,7.0733
O=CN(C=O)C=O,0.0000,0.37909,-1.74453209343,4.6204
OC1CC1C#C,1.9965,0.43627,-1.96759214166,6.3868
CC(F)C#CC=O,4.3411,0.36188,-2.00773583645,3.9688
CCNC(=O)NO,3.8221,0.42164,-2.22144163808,6.6785
C1C2OC=COC12,0.6323,0.39707,-2.08974693406,6.5425
NCC(N)C1CN1,3.1797,0.41271,-2.62199067711,6.8375
CNCCC=C,0.8506,0.39034,-2.55692153231,6.5537
Nc1noc(=N)[nH]1,4.5003,0.38039,-1.71663250664,6.4234
C=C1COC(=N)N1,2.5525,0.37344,-2.13193043946,6.2269
NCCONC=O,5.7569,0.39025,-2.19230526008,5.6754
CNC(C)C(C)F,1.3893,0.41772,-2.81256066052,6.9334
CCC=CC#C,1.1811,0.36271,-2.29429268688,5.7014
OC1C(O)C1C#N,4.8391,0.42146,-1.97893734665,6.9672
O=CNC=O,1.5078,0.38677,-1.32914477883,5.0531
C1CC=CC=CC1,0.7851,0.33597,-2.8143436885,5.1034
CC(F)C(=C)C=O,1.9460,0.35087,-2.27141311387,3.9177
OC1C(F)C1(F)F,1.3494,0.42722,-1.53894033163,6.6573
OCC=C(F)C#N,4.8497,0.36812,-1.83823158204,6.1844
CCC1CCNC1,1.3833,0.4094,-3.05588038393,6.5130
COCCNC=N,4.8056,0.40627,-2.5283390133,6.4942
NC=CC=NN=C,4.2064,0.30133,-2.18088626527,4.0275
CC(=O)C1CCN1,2.6697,0.35652,-2.51703271629,4.5092
C1C2CC3C1N3C2,1.8363,0.43493,-2.61288392609,7.7426
CC1CCC=NO1,3.6281,0.39489,-2.48722607529,5.8240
COC1CNC1=O,2.9862,0.37835,-2.21668533707,5.5759
FCCC(F)C#N,3.1756,0.48259,-1.92872142385,7.3574
CC(C)C(=O)CO,3.1515,0.38833,-2.6488642949,4.7448
CC=CC1CC1F,1.9004,0.40049,-2.54778367909,6.9616
CC1(C)C(F)C1F,1.5141,0.47692,-2.31989686568,7.9441
CCCC(O)CF,1.3486,0.46874,-2.70696446671,7.9643
CC1(C)CCCN1,0.9574,0.39568,-3.06174917093,6.3671
NC=C1CNN=C1,2.9600,0.29178,-2.19618285327,4.3804
OC1CCC=C1F,2.6538,0.4061,-2.27072901287,6.9964
Oc1ncn(O)n1,2.3427,0.37716,-1.57723368883,6.4382
COC=C(C)C,1.1564,0.39043,-2.4534161255,6.6288
NN=CC1COC1,3.6385,0.37,-2.26390522288,5.9722
ON=CC(O)=O,1.6360,0.36456,-1.42756830223,4.9428
CC(C)C=C(C)C,0.3689,0.41075,-3.24873051634,7.1761
CC=CCC=NO,0.8893,0.38625,-2.46979825329,6.1132
OCCC(O)C#C,0.4786,0.44611,-2.35714780648,6.5046
Fc1cnnnn1,3.5634,0.31842,-1.28502601861,3.4888
ON=CNN=C,2.0742,0.33235,-1.57791914485,5.4388
CCON=C,0.4092,0.39093,-1.74671868447,5.8277
CC=CCCCO,1.7775,0.40986,-2.92832471012,7.1829
NCc1c[nH]cn1,3.0258,0.39382,-2.25122340827,6.5682
FC(CC#C)C#N,3.4685,0.43518,-1.89800985184,6.6476
C1CN(C1)C2CC2,0.7365,0.40117,-2.78058780451,6.6985
CCN(C)C,0.5153,0.40453,-2.31511255211,6.5618
Nc1ccccn1,1.9806,0.33116,-2.25728287626,4.9225
NCC(=O)NN=C,3.6932,0.35249,-2.11939145347,5.6868
N=C1NOCON1,1.7695,0.37997,-1.71734715925,5.8545
COCC(C)(C)F,1.7308,0.45978,-2.69986641871,7.7561
CC=C(C)OC=O,1.9200,0.38463,-2.42978845448,5.8488
ON=CCC(F)F,1.8081,0.40162,-1.80074872705,6.0545
N=C1NCC(=O)N1,3.6525,0.38499,-1.97815284805,5.7127
CC=NN(C)C=N,2.8448,0.34289,-2.39626728569,4.5059
CC(=O)C1CNC1,2.0472,0.36372,-2.51316181629,4.5224
CC1(C)OC1CO,1.4504,0.44119,-2.6090228209,7.4504
CC1(CF)CN1,3.2657,0.43354,-2.10127993748,7.2589
CN=CNCCN,2.7922,0.38691,-2.64865861311,6.1254
FC1=CC2CC2C1,1.6722,0.39801,-2.34747837167,6.5513
CC(NC=O)=NN,2.6189,0.34864,-2.13601070847,5.3247
CC1=NNCC1F,1.0744,0.367,-2.16968356627,5.6708
C=CNC=O,3.0218,0.37346,-1.60689303305,5.5626
NCCCNC=N,4.2580,0.39551,-2.65210400111,6.4228
CC(C)CC1CC1,0.2172,0.46759,-3.23644753634,8.4837
Cc1nnon1,2.7801,0.39936,-1.39281653043,5.6483
NN=CC(O)C#C,2.5000,0.36171,-2.01998251246,5.9181
COC1CN(C)C1,1.7604,0.40627,-2.69279704671,6.6031
CC(F)=C(C)C#C,2.0827,0.36212,-2.31480811567,5.7991
FCCCNN=C,1.6516,0.35927,-2.35800957369,5.7714
CC1(CCN)CC1,1.1953,0.42447,-3.03184159293,6.7012
CC(F)(F)C=NN,2.9925,0.37037,-1.93165350886,5.9609
CCON=CC,0.5705,0.39099,-2.22297621409,6.0803
NCC=CC#C,1.9574,0.36054,-2.08506892247,5.6509
NC(=N)C(O)CO,2.9191,0.41343,-2.25188117908,6.4069
CC(=O)CC#N,1.6827,0.38263,-1.86344306625,4.5712
FC=C1OCC=C1,2.5524,0.32598,-2.03523609945,4.9583
NN=CC(F)CF,1.9612,0.37106,-1.91115492486,5.9557
NCCOCCO,2.5519,0.42561,-2.63043684691,6.8121
CCC(CN)NC,0.4658,0.40242,-3.05549923494,6.5401
CC(N)C=C(C)C,1.2996,0.40717,-3.04279074193,6.7809
CCC(F)=CC#N,5.6730,0.37575,-2.17040302426,6.3350
CCC1NCC=C1,1.0279,0.37641,-2.82757957251,5.7131
C=CC=NN1CC1,0.3500,0.33452,-2.34058612168,4.3376
C1OC=CC2OC12,2.1279,0.37677,-2.16678246206,6.0392
Cc1nc(=O)[nH]o1,5.1330,0.3749,-1.81203880424,5.4855
CC1CC(N)C1O,2.3544,0.40892,-2.72763434571,6.9346
C1CC2CC(C1)C2,0.0625,0.46331,-3.03127472192,8.3906
CCN(C=C)C=N,3.0103,0.35282,-2.6229720711,5.5647
CON=CC(C)N,1.2659,0.3832,-2.4827962733,6.0213
CCF,1.9064,0.53627,-1.14433255645,9.7554
COCC1CO1,1.6013,0.46351,-2.11506648028,7.7426
CN1CC1C(F)=C,1.9647,0.40206,-2.33522823168,6.6968
O=C1OCC=CO1,5.2097,0.39189,-1.91758861584,6.4470
O=C1NOC2CC12,3.2420,0.37185,-1.95363798465,5.6680
CC1CCC1C=C,0.3862,0.41332,-3.00982436292,7.1919
FC1CCC=C1,2.1700,0.41944,-2.11723108047,7.1427
COCOC(N)=N,3.3908,0.42328,-2.23933400408,7.2416
CC12COCC1N2,3.2412,0.42125,-2.50134004229,7.0327
CC1=NN=CNN1,3.8895,0.34184,-1.97095764986,4.6698
C1CN2CC2CO1,0.3862,0.42637,-2.48703171629,7.2607
CC1CCC1(C)O,1.5320,0.43998,-2.93669489812,7.3442
CC(F)(C=C)C#N,3.7811,0.42629,-2.15500184726,7.4242
CCC1CCC1O,1.6063,0.44717,-2.93151568912,7.4165
CCC(=N)NN,2.5035,0.3958,-2.16973690349,6.4708
NNC(=O)CCF,2.4693,0.41181,-2.09615618547,5.8992
OC(CF)C(O)=O,2.5545,0.43056,-1.90224082285,5.9190
CC(N)C1CC1N,2.3175,0.39812,-2.82703061852,6.5454
NC1CNC1CO,3.4407,0.41654,-2.5156049203,6.7430
FC=CCC(F)=C,2.1193,0.40982,-2.10286016526,7.1270
Cc1cnn(C)c1,2.3758,0.39051,-2.43423420068,6.4042
CON=CCC=O,2.4997,0.36345,-2.15943038607,4.4147
OC(=O)C(F)C#C,1.0267,0.40399,-1.72191461423,5.7487
CC1(C)CC1O,1.3688,0.44741,-2.4547451765,7.5428
CC1CC1(O)CO,2.2882,0.43683,-2.6116523409,7.4773
O=CC1CC=CC1,2.9492,0.37493,-2.51439057528,4.3526
CCc1nnco1,3.6883,0.41404,-2.12282590446,6.2847
OCCC=CF,2.8263,0.41707,-2.00175341067,7.4414
CC(C)=CC1CO1,2.2463,0.39494,-2.6894890607,6.7914
NC(=O)NC1CC1,4.3978,0.42226,-2.35896910988,6.8553
CNC(C)C=O,1.9017,0.34154,-2.26859165609,4.1610
CC(N)C(N)=N,3.9112,0.39678,-2.19946746449,6.3235
NC1COC1C=C,2.1011,0.3927,-2.48366884129,6.4769
O=c1cnonn1,1.9126,0.3075,-1.28192492641,2.9862
CC(N)C1CC1O,1.0695,0.4284,-2.71794265771,6.8751
CCNC(C)=O,3.7594,0.41201,-2.31357909509,5.8635
CC(F)(CO)C#C,1.6876,0.45062,-2.22103198987,6.3746
NC1CCCC1=C,1.7252,0.38945,-2.83655703351,6.2743
CC(F)C(C)C=C,1.6939,0.42512,-2.79142423951,7.4784
NCC(F)(F)CN,2.7792,0.429,-2.17177801328,6.8772
CN1CC1CCO,3.2912,0.43865,-2.70745330771,7.6240
CN(C=N)C(N)=O,1.7446,0.39073,-2.17385544647,5.9802
NN=COC(N)=N,3.4089,0.36432,-1.91186599506,5.9792
Cn1ccoc1=O,4.8978,0.37912,-2.04369734965,6.1870
O=C1C2CCC1O2,2.7368,0.38017,-2.17672761206,4.6672
NCC(O)C(F)F,3.1284,0.44047,-2.06125055247,7.0955
CC(C)C=NN,1.7537,0.37456,-2.3572026259,6.0311
FC=CC=C(F)F,1.2177,0.3486,-1.65487190743,6.1446
CC1C=COC1=C,1.5528,0.36099,-2.49790023328,5.5511
CC1(O)CC1,1.5314,0.44512,-1.98663709988,7.4857
NCC(F)C(N)=N,2.1359,0.3959,-2.21409044328,6.2011
CC(C)(N)C=C,1.2559,0.40557,-2.57172590231,6.5548
